5 0.00026480000000000 0.00008800000000000 0.00047300000000000 0.00000000000000030 0.00000000000000016 0.00000000000000041
10 0.00039800000000000 0.00034600000000000 0.00046300000000000 0.00000000000000149 0.00000000000000115 0.00000000000000194
15 0.00094320000000000 0.00090500000000000 0.00099200000000000 0.00000000000000394 0.00000000000000276 0.00000000000000481
20 0.00209360000000000 0.00192300000000000 0.00253300000000000 0.00000000000000322 0.00000000000000267 0.00000000000000372
25 0.00376040000000000 0.00351300000000000 0.00439700000000000 0.00000000000000605 0.00000000000000563 0.00000000000000666
30 0.00607000000000000 0.00583100000000000 0.00647400000000000 0.00000000000001065 0.00000000000000894 0.00000000000001302
35 0.00920980000000000 0.00884100000000000 0.00947700000000000 0.00000000000001789 0.00000000000001667 0.00000000000002019
40 0.01416420000000000 0.01290100000000000 0.01610000000000000 0.00000000000001202 0.00000000000000967 0.00000000000001364
45 0.01872740000000000 0.01815400000000000 0.02038200000000000 0.00000000000002127 0.00000000000001866 0.00000000000002484
50 0.02517800000000000 0.02445600000000000 0.02590100000000000 0.00000000000002709 0.00000000000002422 0.00000000000003072
60 0.04109420000000000 0.04036000000000000 0.04202300000000000 0.00000000000002246 0.00000000000001894 0.00000000000002535
70 0.06345160000000000 0.06324500000000000 0.06373700000000000 0.00000000000006400 0.00000000000005913 0.00000000000006954
80 0.09348540000000001 0.09244500000000000 0.09403400000000001 0.00000000000004085 0.00000000000003682 0.00000000000004386
90 0.13229279999999996 0.13150099999999998 0.13428299999999999 0.00000000000009354 0.00000000000009140 0.00000000000009686
100 0.17984100000000000 0.17822600000000000 0.18056700000000001 0.00000000000010448 0.00000000000009934 0.00000000000011545
110 0.23844420000000000 0.23510200000000001 0.24176000000000000 0.00000000000012553 0.00000000000011462 0.00000000000013218
120 0.30837839999999994 0.30596900000000005 0.31149699999999997 0.00000000000015497 0.00000000000013716 0.00000000000018336
130 0.39306820000000003 0.38271600000000000 0.40234900000000001 0.00000000000019714 0.00000000000016628 0.00000000000022988
140 0.48050919999999991 0.47708699999999998 0.48478599999999999 0.00000000000029152 0.00000000000028332 0.00000000000030153
150 0.60935220000000001 0.59147299999999992 0.62472400000000006 0.00000000000030095 0.00000000000029485 0.00000000000030855
160 0.73449999999999993 0.71502900000000003 0.74140599999999990 0.00000000000015307 0.00000000000014269 0.00000000000018037
170 0.87405100000000002 0.86087200000000008 0.88674299999999995 0.00000000000033322 0.00000000000031917 0.00000000000034761
180 1.02443119999999999 1.00276600000000005 1.04608799999999991 0.00000000000034466 0.00000000000032413 0.00000000000036163
190 1.20007680000000017 1.18148000000000009 1.22105799999999998 0.00000000000039412 0.00000000000038348 0.00000000000040040
200 1.38062659999999982 1.36828900000000009 1.40149800000000013 0.00000000000041867 0.00000000000040470 0.00000000000042748
210 1.59056820000000010 1.57469000000000015 1.61524099999999993 0.00000000000039311 0.00000000000037255 0.00000000000040372
220 1.86082260000000010 1.81312899999999999 1.90976600000000007 0.00000000000051451 0.00000000000048078 0.00000000000054375
230 2.10142799999999985 2.02852299999999985 2.17221399999999987 0.00000000000051304 0.00000000000049394 0.00000000000053767
240 2.35676279999999982 2.32862500000000017 2.39903299999999975 0.00000000000031043 0.00000000000028293 0.00000000000033343
250 2.67118959999999994 2.61367500000000019 2.72336499999999981 0.00000000000077428 0.00000000000067066 0.00000000000085487
